O OXX  O  XOX  X  O      X  X O X     O OXX    X  OOOX            OXX   O X  O  OO   X  OO    XO   XOX X   X    OXXXXOOOXOO XOO  O XOOOO O XXX     OOO     X X    XX XOXX,1
O  O O   X XX        X  O O O    X X    O X   XO   XOO   XOXOO         X OOO  OXO X XO     O XXX X  X OX O X  X O XOX    OX X X XOX  OXXO     X  OXO O     OO XO   O OXX ,0
  XOXO O O  XXOX O OO OX X  X XO OOO XXXOXOO    X  X  OX    OO OX    X O XOX XX X  X X   X   OO O   OX XOO O     X  O XOO  X  XX  X O   O  X       X    X   O    O   X O ,0
   X  OO O  X OX  XX X X XX  XX  O    O O    X XOOOX X    XOO      X X O  XOX    O O   X O OOO O XX    XX OO OOXOX           OXO   O   X  OXO     OX       X OOX   O X  X,1
  O  XXXO      OOXO   X OX  OX  O X XO XX X  O      X  XX   X    X   XO   O  O X XO     OX O  XO     O O X XO      XO OOXO   OO O OOXX OXO   O  XXOO  O O    XX X    XX X,0
X X XX  X  O  X           OOX OOOO XOO  OOOX OOXOXOOOX    OOOOXX    OXO O  X XX  XX   O   X  X O     X  XO        O O   XX X    O  X   X XXXO X XO OO   XX      X  OOX  O,1
  OO    X  X OXX    X O  O  O    XO  OXOXXO  XX    X OO O  XXO O X O  XXX    O O X OX  OO  O XXXOXO OX   OX  X   O O XXO  X  OO O  XOXX XX        OX    X     O X   O  O ,0
O  X  XXXXOOOXXX   X  OO  OOOOO OXO X      OOOOXOOO   OX XXXOX X X         X  OO XXO O   OXX O  X X   X  OO XO   XO    OX   X    XO  XX           O XO   X O  X   O     X,1
 O    X  O X   X OX     XO     XO X X  X  O XX X  O  O   X      X OO X O   X   O  XX OOO O XO  X  OX   OO XXX    OOO  OX  XXOO O   X   O OX  O  X XX    XO   X  O   OX O ,0
  XX    X     X OOXX X  X X  X  OO XX  X   X XOXO  X X OX      OOX   X X O O  XOOOOO   OO OO   XOOOO O      O       O  OX       XX    X OOXX OOXX O O XO X XXX     O  O  ,1
 X  XO    X     XXO  X X  XO OO XX     O X   X   XOX OXOOX  X  X   O     OOX  O XXOXOXX   X     OX O  OOO  XX X OOO    X  OOOOX  X   OOO X     OOO XX X OX X   O   OO    ,1
O  X    XXOX O   O         O X   XXO   O X    X  OOO X X   OOO  X   XOOO  X   O  O XXO XX X XO  X       OO X  X O    XOO X X  O XO  OO     OXOOOO    X  O     XX   XX  XX,1
OO   O  XOX X O  O X  XO       X X X   XO XO   X OXOOO    XXX OO   O   OXX     O X X X    O   OXXX X       OOOX   X O     XO    O  O X X  O      XXX OOOOO    OX     X X ,0
O  X         OX   O     OO  XXXO   XOO  XX    X OOOO OXX    OX   X   OOOO  OOX XX O   OX O   OOOO    XX X X OX XXO  XO  OX X  O  X XO    X XO  XO OX        O  X  X X   X,1
 O  O XX   XX O   OX XOX  X X OO  XOX XO X   O X X  OO  O  OOX          OXX O   OX    X  O   OO   XO  OXOO O XXO O   X  OXO  X     O  X  XX O O X X       OXX  XO     X  ,0
          OX O   X OO XOX   X       XO       O   XX   O X  OOX     O    XX X X  O   OXX OX X  O  X     O   XOXXO X     O  X   OO XX  OX    OX   O X    OO     XO     O  O,0
 OO  X O  X OX  O X  O  OX X  OXOO X      XXO           XOO    O OX OXX X  XXO  XXO O    X O OX O O OX     XO  OX    X OX    X X   OXXO XOXO O OX  XO   XO X X OX      O ,0
   X XOXO   XXXO X  O  O    O XX   X O OXOX X   OX    X X  XO  O  O XX   OOOOX X X OO     X X XX         O  XXOX XO O  OX  O OO  OO X O   X  OO XO O X    O X      X  XOO,0
OX OX X  O     X   X X   O O O  XXO X        X OOX O X   XXXO O   O    XOX  XXO     X XOO        XX OO  X OX XXO O X O   X O  X   OO OXOOO     X OXX       OO   XOXO   XO,0
    X    O  O O  XOO    O   XXO OOX  X  O X  X  XO     XOO  O     XX  O    OO XXXX XX  O O X X  OO    O   XX OOX        XOOXOX    O X       XX OXO   X O     X O     X   ,0
X O   XO    O O OX  XO   O  O    XX  OX   X     OOXXO   X O  OXX    OOXXXXO    X    X O O OO    O O  X  O XX  OO X O XX  X OXX        XO  XX    XOOOO    O  OO X XXOX X  ,1
   OX X O   O OX  XOO   O X X  OOOOOO XOOOOO  XO  X XXX    X   XX   X   X  X           O O    O    XO                 X       X            XX   X  X     O O   O  OX OX X,1
    X  XXO OXOOOO  OOOOOOOX XOOO   X XOO        X   XO X   X  OOX X X XO  O   X        XO  OO   O O  X   OX  X  X  O OXXO  OOX X     X X   X    XOOX XOX  X      X  XX   ,1
   O  OX   O  XX    X         XOO   O      O  XXXX OX   O OO OOO O X     O   O O XOO OX XXX  XOXOO    X XOOXXO O   X O O X XOXX   O OXO X       XXX    O  XXXX    XOOXO  ,1
X  O O O   XX O   OX   X     O   X X  O XOOOXO X    O  O O  X XOOO  X  XOXX    OO O   OX X O    O XX O     O XX O O  O  XXO    X  XXX X   X O    OX X XO     XOX O X     ,0
 XXX  X   OOO   X XX OO      X    O   X  OOOOOO  XX OO O OO X    OX        O OO  XOX  X  X  XO X  X X      X O XOO X  X  X O  X X OO OX O   OX  X  OOX    X OX    X OX   ,1
  X OXXXXX       X XXO   O O O   O   X XX   O X  X         XX  XXO   O   OX  X O    X      O  XXO O  XXO      O X  OXOOOOOOO  XOO  XX O OOOOO  OX X   X X  O  XO    O  X ,1
    O  O O XX X    O   X   X      OOOOOX O  XOOO         OXX O  O    O XXOOX OOOOO  XX XXOO  OO  O    XXO   X       XXXX    XXXX X  O XO  X       X    OXOO  X  X      X ,1
X     X XOO  X  O   X  X  X   X    X  O    X  X      X  O   O    XO X O   X XX  OOXO  OOOOO OOOOOXOOX O O XO OOXX   OOX   X  X         OX  X     XX  X  XXO      OO   X  ,1
   X  O    XX  XOX     XOOX  O   O X  O XOO  O OXX X  OOO  O X   XX    XXX  X    OXX   O  XX OXXXO X  XXO OX      O     X  OXOO OX O XOO     OX OOX   OO O   X X  O     O,0
O X      X OOO O  XO X  X OXX   XXO    O X XX   XX XO O  XO  X O  O  OXXXOXO      O X O O OO O  XX O   XX X OOX XOOX  OX  X O   O      XX  O O      X   O   X O OX  O   X,0
XOXX X XX OO X   O       X O    X XXXOO  OX OX  OO      OOOOOX  X  XOO O XXXO  OO OOOXX   OOX  X    X O    O     OXOXXX   X     X O O        XO     X  XOX  OX   X  XO O ,1
